Review,Rating,Date
"Tidak bisa Bukannya, gimana mau daftarnya",1,2023-12-21 07:42:47
Kok ada sih data pasangan keterangan pemohon. Kan udh di isi belum kawin. Mana gk bisa d skip lagi. Buat yg kami kaum jomblo gk ada pasangan gimana min?,1,2023-12-21 05:09:41
Lain kali kalau gak niat gak usah bikin aplikasi ya,1,2023-12-21 04:22:34
"Minimal maksimal malu wajibin daftar online dulu tapi aplikasinya kayak dibikin asal, jelek, ga pantes disebut aplikasi. Ini yang bikin aplikasi lulus sekolah ga sih?",1,2023-12-21 01:47:22
"Banyak banget bug di aplikasi ini, bukannya mempermudah yang ada malah mempersulit, dikit-dikit request time out, request time out bikin males bangettt",1,2023-12-20 23:32:37
Luar biasa👍,4,2023-12-20 21:09:05
Sangat sangat sangat mengcewakan😬 mengharapkan aplikasi ini bisa membantu eh tahu²nya ngga bisa berfungsi dengan baik. Sudah capek² isi data malah bermasalah. Capek sih isi data ulang² terus😭 Saran aja gimana klau aplikasinya di perbaiki lagi😇,1,2023-12-20 08:23:31
pemberitahuan masalah tanggal kagak jelas.di klik juga gak bisa.gimana mau boking klo gini caranya.minimal di kasi petunjuk atau apa kek,1,2023-12-20 02:55:26
"Sy perpanjang paspor isi aplikasi tgl 18 Des & buat jadwal utk pengurusan tgl 20 Des jam 8-9 pagi. Tgl 20 Des jam 8.15 sampe kantor imigrasi balikpapan di jl Jend Sudirman. Disambut petugas dengan nomor antrian 22, Sy tanya ke petugas nya knp sdh banyak antrian, tnyta range jam kedtngan diaplikasi tdk berlaku tetep siapa yg duluan datang.!! Terus buat apa diminta utk pilih jam kedatangan, sdh dtg pagi br bisa dilayani sekitar jam 10 Krn harus urut antrian. Sepele tp berdampak thdp kepuasan cust.",3,2023-12-20 00:46:21
ga bisa login!!,1,2023-12-19 13:17:55
"Aplikasi sangat bagus,mudah digunakan&menghemat waktu. Semoga kedepannya aplikasi ini terintegrasi dengan data E-KTP, sehingga tidak ada salah ketik data, cukup masukan NIK semua data kita langsung muncul..",5,2023-12-19 11:27:17
"Request time out, jelek banget sistemm",1,2023-12-19 05:50:43
"Yang mengelola aplikasi ni bagaimana? Mau buat paspor harus dri aplikasi, tpi aplikasi error mulu. Gmn mau jadi, memang harus pakai calo lagi ka? Capek kali asli. Klo memang mau aplikasi seenggaknya lancar",1,2023-12-19 03:46:37
"Aplikasi apapun keluaran plat merah, pasti sampah aplikasinya",1,2023-12-19 03:02:41
"Ini aplikasi semacam mau nipu secara halus,semua berkas sudah OK pembayaran dilakukan,setelah sampai kantor imigrasi ko dibikin ribet,ijasah ktp kk sudah siap . Toh banyak pertanyaan ini itu seperti kita teroris saja. Sedangkan kita buat pasport untuk hooliday malah dipersulit dengan pertanyaan yang terlalu intens. Uang uang kita kenapa jadi dipersulit. Jika waktu 2 minggu berkas persyaratan ga dipenuhi uang 350 bisa ilang. Lucu ini bukan membantu malah mempersulit dan mengambil hak orang.",1,2023-12-18 11:24:39
Sering error,1,2023-12-18 06:42:54
"Aplikasi yang mempersulit hidup, Ada cara mempermudah hidup, tapi seperti kita disuruh untuk mempersulitnya, ujung-ujungnya kita harus menggunakan calo lagi supaya lebih lancar, ahhh sudahlah lanjutkanlah selagi kalian bisa bang sat",1,2023-12-18 06:24:22
Aneh,5,2023-12-18 03:48:56
Kok aneh.. pas login dibilang email atau pass salah.. tp pas daftar ulang email sudah terdaftar.. begitu klik lupa password email tidak ditemukan.. ini aplikasi mau nya apa sih.. heran mau perpanjangan paspor aja susah..,1,2023-12-18 02:34:08
Good,5,2023-12-18 01:01:10
"Udah datang ke kantor imigrasi ditolak, suruh daftar dulu lewat aplikasi, ehh coba daftar lewat aplikasi, malah kek orang tolol gini, berkali kali masukin data pas di klik lanjutkan stuck gak bergerak, gausah sok Sokan pake aplikasi kalau begini caranya",1,2023-12-18 00:21:57
Sudah 6 bulan menunggu nomor antrian selalu 0. Apakah di rebut sama calo²? 750.000rb lho lumayan buat mereka calo kan.,1,2023-12-17 13:27:47
saya gak ngerti bagaimana ini bagian imigrasi menanggapi semua komen komen kecewa... ini aplikasi bermasalah .. tidak semua pengajuan bisa sukses kebanyakan gagal terus.. sampe harus lewat berminggu minggu .. tanggpi dong woy....,1,2023-12-17 10:20:25
APLIKASI GOBLOKKKKKKKKK...,1,2023-12-17 04:38:59
"Sistematika app ini sangat bobrok sekali. Banyak kendala. draf yg tidak bisa dihapus, data yg berulang2 diinput namun katanya tidak valid, bug, tidak bisa memilih tanggal padahal sudah sesuai petunjuk, lemot, tulalit. Sangat menyusahkan. Tolong di perhatikan layanan yg anda sediakan.",1,2023-12-17 03:26:29
Bayar aja susah kali,1,2023-12-17 03:21:34
Dari banyak komentar saya bisa langsung download langsung masukin data. Pilih tgl ada kuota ya saya cek 50 /sehari . Tgl 21 tinggal ke kantor migrasi,5,2023-12-17 01:22:06
Bisa bikin aplikasi gak ? Kalo gabisa sini saya bikinin aplikasi gratis! .. pesan saya jangan ngasal kalo bikin aplikasi .. ini aplikasi penting loh buat masyarakat malah bikin aplikasinya main main hadeuh gak habis fikir saya .. sayang anggaran 🙃 lain kali kalo nyari yang buat aplikasi harus teliti jangan ngasal ..,1,2023-12-17 00:13:59
"aplikasi kurang jelas, kode billing tidak muncul² untuk melakukan pembayaran, setelah beberapa jam di tunggu² eh malah permohonan kadaluarsa, aneh.",1,2023-12-16 21:19:42
Ini gimana sih padahal email dan nmr tlpon nya udah pas ko pas di daftar ko gk valid,1,2023-12-16 18:46:31
"Developer pemula, CRUD sederhana aja kagak bisa. Lulus dasar pemrograman sama basis data ga sih dulu pas kuliah. Malah menyusahkan jadinya.",1,2023-12-16 16:22:23
"Tolong untuk aplikasinya diperbaiki, saya lebih dari 50x isi data berulangkali sampe hp dan tangan panas demi berhasil isi. tetapi ada saja kesalahan tidak bisa diklik. aplikasinya lemot sering nge bug , kode billing tidak langsung keluar . sangat mengecewakan . sudah ribet , lemot lagi aplikasinya .",1,2023-12-16 14:49:17
Yes like its,5,2023-12-16 11:14:17
"Aneh bin membangongkan, error dan tidak valid mulu jawabannya",1,2023-12-16 10:18:53
"Saya lihat sudah banyak ulasan mengeluh ttg aplikasi ini, tapi sampai saat ini saya gunakan pun belum ada perbaikan. Hanya buang2 waktu! Tidak berguna!",1,2023-12-16 09:47:33
"Server jelek,parahh,,tiap input pemohon atw di tahap terakhir selalu gagal",1,2023-12-16 06:15:46
"Udah bener urus manual aja, pake aplikasi bukan nya tambah gampang, malah tambah ribet, kode biling kadaluarsa tapi masih bisa di bayar KOPLAK",1,2023-12-16 03:54:38
"Mau bilang bagus itu aplikasi suka eror, tapi kalau ga pakai aplikasi ini ga bisa daftar paspor. Namanya juga Indonesia kalau ada yang di persulit ngapain di permudah",1,2023-12-16 03:50:02
"Lemot minta ampun, gk bagus sma skli",1,2023-12-16 01:55:16
Kenapa jelek banget jaringan aplikasi nya???,1,2023-12-16 00:09:48
Kode OTP selalu invalid,1,2023-12-15 18:02:18
Tidak bisa login karena captcha tidak muncul,1,2023-12-15 17:21:07
"APLIKASI TOLOL, LEMOT KAYAK TOLOL, PERCUMA APLIKASI PEMERINTAH, KEK GINI LA KUALITAS SOGOK, ANJ1NGG ! NAMPAAKK X SENGAJA DI BUAT LEMOT, BIAR SENGAJA BUAT MASYARAKAT PAKEK JALUR CEPAT, ANJJ1NGG ! NEGARA RUSAKK !",1,2023-12-15 16:01:36
"Aplikasi yang buruk butuh banyak sekali perbaikan, semoga ada perubahan lah jangan seperti ini mau bikin paspor sangat rumit sekali , banyak kendala yang terus terusan terjadi.",1,2023-12-15 14:54:09
Buruk,1,2023-12-15 14:43:34
"Aplikasinya mengecewakan, lemot dan menyusahkan, harap segera diperbaiki",1,2023-12-15 14:37:23
"BIKIN PASPOR JADI LEBIH MUDAH, MUDAH STRESS",1,2023-12-15 13:28:29
Kok apk nya lemot banget,1,2023-12-15 12:55:17
Semoga bisa membantu melancarkan urusan,5,2023-12-15 12:26:41
"Sebetulnya ini aplikasi bagus ya, KALAU gk ngebug mulu. Aku nyoba buat daftar, ya ampun kenapa lama bgt, req time out muly pas mau milih tanggal. Sampai aku ganti 2 device, dari android ke ios, sama juga suga req time out mulu. Mana pas mau bayar, ada tulisan permohonan kadarluarsa, padahal masih 2 jam lagi batas pembayarannya. Mohon developer untuk memperbaiki sistem aplikasi ini, biar customer juga gk pada kecewa. MOHON TERIMA MASUKAN DARI KAMI, Terima kasih",1,2023-12-15 11:57:16
"Payah banget, masa aplikasi sekelas punya pemerintah tapi sistemnya jelek. Lemotnya minta ampun. Sering eror pula. tinggal pilih tanggal aja gak bisa, loading lama. Ujung-ujungnya harus mulai dari awal. Kecewa banget pokoknya.",1,2023-12-15 11:29:14
kinerja pegawai imigrasi ini ngapain sih sudah tahu banyak keluhan tidak ada pembenahan sama sekali,1,2023-12-15 11:28:06
"Dokumen udah upload, bisa2nya di suruh upload ulang pas mau melanjutkan. Sudah gitu leletnya ga ketolong. Pdhal buatnya bayar, ga gratis tapi yaahh gitu lah. Tolong di update lebih bagus lagi. Apa lg skrg musti nunggu buka slot br bisa punya paspor",2,2023-12-15 11:15:03
"Sering eror pada aplikasi ,ketika penyelesaian terakhir,tolong di perbaiki min",1,2023-12-15 10:52:42
"aplikasi ter buruk yang di miliki pemerintahan Indonesia kocak, masa kalah sama startup swasta lawakk",1,2023-12-15 10:44:08
"APLIKASI MEMPERSULIT, MAU AMBIL NOMOR ANTRIAN LOADING LAMA BANGET, UDAH GONTA GANTI JARINGAN TETAP TIDAK BISA, UJUNG UJUNGNYA MINGGU KE MINGGU GAK SELESAI"" MAU BIKIN PASPORT, APAKAH NGGAK ADA EVALUASI?",1,2023-12-15 10:28:44
"Parah banget ini aplikasi.masak loading terus.kalau belum bisa jangan dipaksakan.mau ngurus langsung kekantor hanganya gak ngotak.udah pake aplikasi,lelet banget kek keong",1,2023-12-15 10:26:37
"Yang benerlah kalo bikin server, lagg banget",1,2023-12-15 10:26:26
Aplikasi menjijikkan,1,2023-12-15 10:16:21
Kenapa makin kesini aplikasinya makin ngeselin ya,2,2023-12-15 10:14:29
Sangat lama dan sering lost connection ditambah panel pilihan tidak mau muncul,1,2023-12-15 10:03:24
"Aplikasinya delay banget ngelag ngelag ga jelas, padahal masuk buat dapetin no antrian malah ngelag"" parah",1,2023-12-15 09:07:23
Aplikasi GAK GUNA,1,2023-12-15 08:20:56
"Daftar aja di bikin ribet, udh masukin data malah kesalahan teknis mulu, gmna mau daftar coba",1,2023-12-15 08:17:13
"SEMUA APLIKASI ATAUPUN PERUSAHAAN ATAU BADAN USAHA YANG DIKELOLA PEMERINTAH INDONESIA, HANYA MENGHASILKAN PEKERJAAN YANG MEMBUAT SEGALA SESUATU SEMAKIN SULIT. BUKAN SEMAKIN MUDAH",1,2023-12-15 08:06:27
Aplikasi yang menguji kesabaran.,1,2023-12-15 08:05:48
Halo imigrasi ini kalo mau buat kebijakan daftar online di chek di evaluasi terus aplikasinya percuma digitalisasi malah buat ruwet. Input data gk ke reload sudah complete mau buat jadwal timed out terus mending saya ke kantor langsung dah daripada pake nik aplikasi buwat emosi soalnya.,1,2023-12-15 08:01:05
Disuruh bawa dokumen yang g tercantum pas daftar online. Kebiasaan klo mau urus apa apa selalu diperibet 🤣🤣. Buat kalian yg mau urus papsor jng lupa bawa Surat keterangan kerja / idcard kerja / kartu mahasiswa buat yg kuliah. Nnti di kantor imigrasi dimintain tuh surat 🤣🤣,1,2023-12-15 06:46:12
gabisa milih tgl kedatangan,1,2023-12-15 01:48:37
kenapa tidak bisa memilih tanggal kedatangan,1,2023-12-15 00:18:57
"PARAH SIH, MBOK YA DI BIKIN INFONYA YANG JELAS, DI KASIH TAU KAPAN TENGGAT TERAKHIR PEMBAYARAN, INI BELUM AJA 5 MENIT UDAH KADALUARSA MANA GA ADA KETERANGAN WAKTU TENGGATNYA LAGI, MAU PENGAJUAN ULANG GAK BISA GATAU HARUS NUNGGU BERAPA LAMA GA ADA KETERANGAN, TOLONG LAH MBOK YA YANG JELAS KALAU NGASIH INFORMASI KE USER, JANGAN MEMPERSULIT.",1,2023-12-14 23:49:49
"Antrian selalu penuh gak dibuka, pas mau bikin untuk 3 orang tp di jadwal hanya 2 antrian, tidak bisa disubmit padahal kuota di hari tsb ada 5. Terus coba dipisah 2 orang dan 1 orang, eh.. udah capek isi form pas mau bayar permohonan satunya malah kadaluarsa.",1,2023-12-14 17:10:25
Aduh cape dehhh data tidak valid dah teliti beribu x ini.. tolong lah ya Aku dah sampe hafal angka nik sbyk itu,2,2023-12-14 14:36:30
"Tanggal sudah di klik tp selalu muter2 dan gagal sistem, dr pagi sampe malam belum juga berhasil menentukan tanggal datang,",1,2023-12-14 14:22:38
"Ini niat ga sih bikin aplikasi? Pengguna pas daftar baru aja udah error ga jelas, OTP udah sesuai begitu di masukan malah OTP tidak terdaftar... Hadeuh..",1,2023-12-14 12:15:17
bisa bikin apk yg lebih baik dari ini?,1,2023-12-14 12:13:24
sampah aplikasi,1,2023-12-14 11:16:22
Sangat membantu👍 semoga ke depannya bisa lbh baik lagi🙏,5,2023-12-14 03:33:47
Jelek banget aplikasinya Ribet,1,2023-12-14 02:45:52
"Rasa ingin mengumpat...... Asal buat aplikasi, hanya menghabiskan anggaran aja.",1,2023-12-13 18:13:05
Input kode otp selalu nggak valid,1,2023-12-13 17:30:47
aplikasi malah bikin ribet bukan mempermudah ga jelas,1,2023-12-13 08:41:43
"Bod*h banget emang aplikasi yang satu ini, brapa kali minta kode otp tetap salah. Emang ga beressss",1,2023-12-13 07:45:47
"Sejauh ini memakai aplikasi ini dengan kebutuhan, semua lancar.",4,2023-12-13 04:10:07
bisa membantu,4,2023-12-13 02:28:38
Ga jelas gabisa semua kadang nomer telepon yg salah kadang email yg salah padahal udh bener,2,2023-12-13 00:57:23
20mb download bug,1,2023-12-12 09:50:01
Nyesel. .. mau bikin paspor aja susah amat.. aplikasi zonkkkk,1,2023-12-12 07:22:04
"Aplikasinya jelek sekali serta lemot, pada saat daftar akun dan masukin kode OTP malah notifikasi ""email TDK valid"" Hadeeh gmn itu..... Tolong apk di update Krn masih buruk",1,2023-12-12 04:49:22
Engga membantu sama sekali sih ini app,1,2023-12-12 04:27:55
Aplikasi ini tidak membantu malah merugikan masyarakat Indonesia yang ingin membuat paspor. Dokumen di aplikasi di terima tapi setelah di kantor di bilang denda. Huh gak berguna,1,2023-12-12 04:11:15
aplikasi ini belum layak Hadir. dan menyusahkan saat daftar. TIM IT nya apakah tidak mengantisipasi kejadian2 tak terduga,1,2023-12-11 22:51:44
"ini apk guna nya apa.. ? padahal ada guna nya apk biar mempermudah buat pasport untuk memasukan data ini udh di masukan berulang"" kali tetap gak bisa di lanjutkan.. time out time out terus parah",1,2023-12-11 17:45:44
"Kebanyakan aplikask pemerintahan ini kek sampaha buang buang anggaran tidak ada maintenance.. udah dihapus masih aja 0 pemohon dam draft masih aja di beranda, seharusnya kalau buat aplikasi jangan asal buat, harus mengandung unsur user friendly .. ini aplikasi sebenarnya sudah mempermudah, karena ada errornya bikin bintang 🌟 berjatuhan.. semoga kritik ini bisa membantu membangun aplikask pemerintah lebih baik lagi kedepannya",1,2023-12-11 09:03:23
Susah dipakenya dibilang email salah terus apa pake calo lg sekarang,1,2023-12-11 08:28:04
Memudahkan masyarakat dalam membuat paspor. Namun sayang fitur Q&A maupun customer service belum tersedia. Semoga bisa tunjuk salah satu vendor untuk mengatasi itu.,5,2023-12-11 06:21:46
Keren,5,2023-12-11 05:52:36
"Aplikasi'a lebih sering eror,",1,2023-12-10 23:56:32
"Ribet, sering eror",1,2023-12-10 07:49:09
Ok,5,2023-12-09 14:45:31
NYESEL DOWNLOAD BUANG2 KUOTA,1,2023-12-09 13:43:36
Baru mau coba,5,2023-12-09 12:10:24
"Aplikasi apaan sih,,milih tanggal gak bisa-bisa sampe bulan Maret tahun depan bulan Maret juga kagak bisa milih tanggal,,di permudah apa di persulit sih aneh",2,2023-12-09 11:58:13
"Baru kali ini gw stres daftar di aplikasi... RIBET, APLIKASI GAK GUNA. KALO EMANG APLIKASINYA GAK BISA DI PAKE MENDING GAK USAH DI PUBLIKASI, JANGAN PAKE SYARAT INI ITU BARU MAU DILAYANI. PERBAIKI DULU APLIKASI NYA",1,2023-12-09 11:41:51
Pelayanan memuaskan.cepat.mantap.,5,2023-12-09 01:11:58
Lebih byk melayani tingkatkan kualitas pelayanan,4,2023-12-08 09:56:06
Uang udah setor jadi nya hangus.... migrasikan data saja gak bsa,1,2023-12-08 03:30:53
"Buat apa aplikasi untuk tentukan jadwal, kalau ujung ujung nya sampai imigrasi antri lagi ... padahal sudah jelas di apps kita nentukan tanggal bahkan jam antrian ...",1,2023-12-08 01:43:38
Mohon info nya kalau mau ganti kata sandi dan no hp bagaimana cara nya,5,2023-12-07 13:02:21
"Sudah isi data, dan masukkan kode OTP yg dikirim via email, tetap tidak bisa,notifikasinya tulis kode otp tidak valid...lah kok bisaaa ??? Diulang² tetap begitu..nanti bilangnya email tidak valid, no handphone tidak valid dll Capee deeehh..",1,2023-12-07 02:42:29
APLIKASI INI TOLOL MEMBANTU: 1. SIFATNYA WAJIB SEBELUM KE KANTOR IMIGRASI TIDAK BISA LANGSUNG KE KANTOR IMIGRASI NGURUSNYA. 2. WAJIB BAYAR SEBELUM JADI PASPOR KITA 3. SYARAT YANG DIBUTUHKAN UNTUK PENDAFTARAN TIDAK LENGKAP DICANTUMKAN DI APLIKASI INI SEHINGGA SAAT PROSES PEMBUATAN PASPOR BISA SAJA TIDAK BERHASIL NAMUN SUDAH DI BAYAR. CONTOHNYA SURAT AKUAN BERKANUN DARI NEGARA YANG DITUJUH. KOCAK MAKAN UANG HARAM KALIAN. Coba mikir kalau kita nggak punya kenalan di negara tujuan gimana buatnya wk,1,2023-12-06 23:50:12
"sangat tidak direkomendasi, data sudah sangat teliti, tetap aja tertulisnya ""email tidak valid"" atau ""nomor telepon tidak valid"".. sekelas aplikasi Pemerintahan padahal 🤦",1,2023-12-06 16:19:44
"Gmna sih cara nya daftar akun biar gak ribet, udh benar email nya, TPI masih aja diblg gak valid, udh nyerah mau daftar lagi, tolong dong jgn dipersulit",2,2023-12-06 09:08:15
Bagus,5,2023-12-06 04:57:44
"Instal aplikasi saat tahap verifikasi email malah tidak ditemukan, dan kendala belum ada solusi",1,2023-12-06 04:02:48
Hadeuh nglag gabisa diklik,1,2023-12-05 17:45:25
"Saya sudah daftar akun tetapi ketika mau di submit ada pesan e-mail tidak valid, apakah dapat dibantu untuk pendaftarannya, Terimakasih",5,2023-12-05 15:04:24
Sampah.gk bisa di guna in.APL gk jelas.,1,2023-12-05 12:22:15
App pemerintah gatau jelas,1,2023-12-05 11:43:34
Ini kenapa tidak bisa pilih tanggal kedatangan ke pusat layanan kantor imigrasinya ya?,1,2023-12-05 09:58:03
"Tiba-tiba ke suspend, mau masuk gak bisa teruss, eror terusss",1,2023-12-05 03:39:21
Mau masukkan kode otp selalu eror terus.. jadi tertunda perpanjang paspor. Tolong dimaximalkan aplikasi nya,1,2023-12-04 16:18:20
"Aplikasi error. Gila lo. Pertama dibilang email ga valid, baru no hp ga valid. Kode aktivasi via wa lah jgn email. Ribet.",1,2023-12-04 12:13:17
"Tagihan Udah Dibayar Statusnya Masih Menunggu Pembayaran, Aplikasi Korup",3,2023-12-04 11:18:00
"Ini bagaimana cara bayarnya, transfer kemana? Kok tidak muncul cara pembayarannya, mohon untuk diperhatikan, time limit pembayarannya, saya baru aply pembuatan perpanjang paspor tgl 4 des 23 jam 5 sore ,kok waktu pembayaran hari tgl 4 des 23 jam 18.00 juga, cara pembayarannya juga tidak dikasih tau, transfer kemana, mohon bisa di perbaiki aplikasi nya🙏🙏🙏",1,2023-12-04 10:11:55
no telepon tidak valid trus..app gk jlas,1,2023-12-04 10:07:45
"Ini Aplikasi bukannya mempermudah malah bikin Pusing, klik Tgl kedatangan Tapi gak bisa-bisa",2,2023-12-04 08:16:26
Ga bisa di instal di HP saya knp ya?,1,2023-12-03 09:49:03
Aplikasi apaan ini.... Dimasukin email ( email ga valid ) Dimasukin nomor hp (nomor hp ga valid ) 👎👎👎👎👎👎👎👎👎👎👎👎👎,1,2023-12-03 05:29:51
Bagus GC ribet sampe kantor baru ribet,5,2023-12-02 09:21:51
"jadi bintang 5, ternyata untuk daerah kota padang, pemilihan tanggal hanya dilakukan hari jum'at sore (17:00). Datang 7:45 pulang 9:00. TOP BGT.",5,2023-12-02 07:32:27
Mudah urusan nya,5,2023-12-02 06:14:23
Di langkah ke 5 nge bug,1,2023-12-02 01:26:21
Dibutuhkan tapi error. Harus diperbaiki,1,2023-12-02 01:13:48
"Aplikasi sering eror, gak bisa masuk padahal email dan kata sandi udah benar. Tolong diperbaiki",1,2023-12-01 23:43:49
Knapa ga bisa bikin paspor nyaa yaa tolong di perbaiki,1,2023-12-01 12:43:10
Sumpah jelek bgt.andai ini apk berfungsi dengan baik pasti ga ada pemasukan buat para calo,1,2023-12-01 12:14:59
Kode otp udah bener tapi tetep tidak valid udah 10x coba anjirlah,1,2023-12-01 10:38:24
"Aplikasi gak jelas, baru daftar suruh masukin OTP gagal mulu, ""kesalahan kode OTP"" padahal bener, divoba lagi malah ""email tidak valid"" yg bikin app pasti BABY BOOMER makanya eror mulu",1,2023-12-01 10:37:58
"Buruk bgt sumpah ni aplikasi! Bukannya mempermudah tp bkin lama, pdhl butuh cepet. Udh komplain via DM ig imigrasi ga dbls2, ig kanim jaksel bilangnya coba ulangi 1x24 jam tp tetep aja ga bisa. Stuck di langkah ke 7,kode billing ga muncul n gada emailnya juga. Udh berkali2 komplain jawabannya sama. Sy blg gmn klo pengajuan sy hapus lalu ajukan ulang? Adminnya cm blg ""dicoba saja kak"" Diiihh ga kasih solusi bgt jwbannya",1,2023-12-01 10:19:54
Mantap,5,2023-12-01 09:37:08
"Mempersulit, ujung ujungnya perlu keluar banyak duit",1,2023-11-30 23:06:42
"Aplikasi bukannya mempermudah urusan orang tapi mempersulit,ngapain dibuat kalau mempersulit..sudah hampir sebulan daftar online gak dapat,mau subuh,tengah malam,pagi di coba semua..dan seharusnya keimigrasian ini kan orang nya pintar-pintar ya kenapa persoalan begini saja tidak diperbaiki secara maksimal?dan rata"" review kasi bintang satu juga kenapa gak ada perbaikan,sungguh aneh",1,2023-11-30 22:23:09
APASIH? MASA EMAIL ATAU NO. TELPON TIDAK VALID?! PADAHAL UDH BENER,1,2023-11-30 13:14:12
okee,5,2023-11-30 12:55:13
Aplikasi ga niat,1,2023-11-30 10:59:36
"Sebenarnya dengan aplikasi ini bagus karena bisa mendaftar online , tapi aplikasinya sering eror , mohon maaf saya kasih bintang dua karena setelah step 7 saya masih loading tidak bisa melakukan pembayaran ,🙏 Dan blum bisa digunakan",2,2023-11-30 09:42:10
Aplikasi tolol.,1,2023-11-30 08:49:47
Aplikasi milik negara terburuk di dunia tidak bisa di buka,1,2023-11-30 08:29:03
Gk bisa digunakan muter2 saja..error trus,1,2023-11-30 08:23:41
Kenyataan jauuuh dr harapan dan deskripsi,1,2023-11-30 08:13:02
Buruk udah berapa kali edit data masukkan teliti error terus,1,2023-11-30 07:58:54
Aplikasi tolol,1,2023-11-30 07:48:11
"Kenapa gak bisa dibukak apk nya padahal jaringan stabil,",1,2023-11-30 07:41:02
Good job! :),5,2023-11-30 07:25:33
"Pengalaman mengentry daya diri di aplikasi ini sangat buruk, awalnya senang krn bisa mengurus paspor dr rumah scr online, tapi nyatanya aplikasinya sering bgt ngecrash entri data diri malah kembali ke menu utama, TOLONG DENGAN SANGAT, APLIKASI INI DIUPDATE DAN SEMPURNAKAN, BENAR-BENAR MENYEBALKAN MAKAI APLIKASI INI",1,2023-11-30 07:16:34
"Mau buat akun saja menyebalkan, sudah 5 kali kirim ulang kode otp tetap tidak valid. Padahal kodenya sama persis. Gimana mau bersaing secara global kalau gini? Developernya tidak ada yg lebih kompeten?",1,2023-11-30 06:04:50
Selalu muncul notif TERJADI KESALAHAN SISTEM ketika mau milih tempat tanggal untuk pembuatan paspor,1,2023-11-30 04:17:46
"Banyak eror dan gagal terus, eror tapi tiba2 data masuk ganda. Abis itu sering gagal setelah pilih tanggal. Request time out terus. Apakah developer atau pemerintah baca ulasan dan liat rating apps nya di playstore? Bobrok sekali, aplikasi gak profesional",1,2023-11-30 04:12:48
"Jelek, pada slide ke 7 gabisa lanjut, ngulang ngulang terus",1,2023-11-30 04:06:40
"Salah 1 aplikadi pemrintah yang anjlok, wkwk",1,2023-11-30 01:30:18
"Kok gini: ""Request time out"",,mohon serverya di tambah lagi, biar akses lebih cepat.",1,2023-11-30 01:05:20
"Ribet, lemot,",1,2023-11-29 22:30:47
"Tidak ada OTP yang dikirim ke email saya, sy jadi berhalangan untuk mendaftar akun",1,2023-11-29 22:02:51
Loading mulu Berasa jaringan edge,2,2023-11-29 14:48:26
Sampe mampus ga bisa2,1,2023-11-29 12:05:06
Ga bisa bikin permohonan. Padahal KTP udah dipotoin jelas ampe gw scan.,1,2023-11-29 11:54:44
Sering error,1,2023-11-29 11:34:10
Tolong di update servernya.Karena saya sudah isi data dengan benar tapi masih belum bisa masuk untuk perpanjang paspor.,3,2023-11-29 10:08:24
Ok,5,2023-11-29 06:45:04
Orang2 kenapa pada gabisa dah? Pdahal di gw lancar2 aja 😅,4,2023-11-29 04:46:49
Memudahkan dalam pengurusan paspor. Usul jika ada kntr yg sedang renov bisa diupdate di aplikasi agar memudahkan utk akses.,5,2023-11-28 22:46:28
Top,5,2023-11-28 15:40:56
"Gak berguna! udah daftar via aplikasi, masih aja diminta berkas2 yang tidak dipersyaratkan di aplikasinya! Alasannya untuk mastikan nama asli, jelas2 di KTP dan KK itu nama asli! Udah KARPEG PNS masih aja gak percaya!",1,2023-11-28 11:19:23
Data sudah di isi dengan benar.. pas mau nomor telpon valid terus menerus.padahal nmr tlpn sdh benar. Parah,1,2023-11-28 09:43:41
"Kecewa, soalnya tiap masukin selalu salah mulu. Gentian udah bener, terus masuk tahap 7 tinggal nentuin jadwal buat kesana. eh gak bisa di klik. Tau gitu mending langsung aja deh ke kantornya",1,2023-11-28 02:36:36
"Aplikasi nya ngak berjalan dengan lancar, mau mencet tanggal kedatangan aja ngk bisa bagaimana ini tanggapan yang buat aplikasi.",1,2023-11-28 01:04:21
Ini login aja susah atau emang di persulit,1,2023-11-27 11:15:17
Kenapa pas pilih tanggal tidak bisa memilih. Aneh ini aplikasi pemerintah bukan ya?,1,2023-11-27 08:22:19
"Verifikasi selalu gagal, jadi gmn buatnya?????",1,2023-11-27 06:27:07
"Berapa fitur loading nya terlalu lama, padahal internet dan hp support, udah di bayar tapi status pembayaran masih menunggu pembayaran",1,2023-11-27 04:02:08
"Bikin paspor maupun perpanjang sekarang gaknpakek ribet,pelayanan mudah,cepat dan praktis.. 4 hari pun sudah selesai best lah",5,2023-11-27 03:53:45
"susah sekali buat mendaftar akun saja harus berulang - ulang, email yang tidak valid , no hp yang tidak valid padahal sudah di cek berulang2 jadi ribet,",1,2023-11-27 03:44:56
Sekian dan terimakasih,1,2023-11-27 02:35:00
"Udah capek buat data dari awal sampek akhir, malah permohonan kadaluarsa. Terpaksa harus nunggu beberapa hari lagi untuk daftar ulang lagi. Sebenarnya membantu sih aplikasi nya, tapi makin ribet lah kayak nya",1,2023-11-27 00:49:06
